"will","remove","you","free","charExclamation","charDollar","type"
0.9,0.02,3.05,0.33,0.325,0.523,"spam"
0,0.58,0.58,0.58,0.239,0.239,"spam"
0.3,0,2.12,0.3,0,0.211,"spam"
0.3,0,2.12,0.3,0,0.211,"spam"
1.43,0,5.26,0.71,0.402,0.402,"spam"
0,0,0,0,0,0,"spam"
0,0,7.14,0,4.347,0,"spam"
0.24,0,1.2,0.48,0.036,0.184,"spam"
0.24,0,1.2,0.48,0.036,0.184,"spam"
0.51,0.08,3.03,0.08,0.263,0.263,"spam"
2.18,0,0.87,0,0.802,0,"spam"
2.18,0,0.87,0,0.874,0,"spam"
0.87,0.29,2.61,0.87,0.14,0,"spam"
0,0,7.04,0,0.543,0,"spam"
0.36,0,2.94,0,0.653,0.118,"spam"
1.16,0,0.58,0,0.364,0.312,"spam"
0.6,0.08,1.2,0,0.099,0.014,"spam"
0,0.26,1.32,0.79,0.327,0,"spam"
0.96,0.05,3.21,0.1,0.346,0.793,"spam"
0.18,0.54,1.82,0.36,0.249,0.305,"spam"
0.6,0.08,1.2,0,0.099,0.014,"spam"
0,0,2.53,0,1.9,0.475,"spam"
0,0.36,3.3,0.36,0.053,0.053,"spam"
2.64,0,2.26,0.37,1.248,0.197,"spam"
0.57,0,3.46,0,0.107,0,"spam"
0,0,2.17,0,0.411,0,"spam"
1.59,0,3.79,0,5.924,1.33,"spam"
0,0.38,3.87,0.38,0.123,0,"spam"
0,0,3.17,0,0.298,0.597,"spam"
0,0,4.43,0.49,0.424,0,"spam"
0,0.38,3.87,0.38,0.123,0,"spam"
0.64,0.38,1.67,0,0.25,0.073,"spam"
1.12,0.37,2.99,0,0.061,0.122,"spam"
0.79,0.39,3.96,0,0.705,0.211,"spam"
0.41,0.41,2.9,1.65,0.904,5.3,"spam"
0.29,0.09,1.53,0,0.431,0.111,"spam"
0.41,0.41,2.9,1.65,0.904,5.3,"spam"
0,0,0,0,0,0,"spam"
1.21,1.21,2.43,0,0.555,0,"spam"
2.4,0,6.73,0.96,0.174,0.087,"spam"
0.97,0.05,3.23,0.1,0.328,0.858,"spam"
0,1.47,0,0,1.562,0,"spam"
0.53,1.06,4.25,1.06,1.208,0.259,"spam"
0.41,0,3.73,0.41,0.48,0.549,"spam"
0.55,0.55,3.91,0.55,1.208,0.345,"spam"
0.55,0.55,3.91,0.55,1.207,0.345,"spam"
2.65,0,2.27,0.37,1.246,0.196,"spam"
1.38,0,1.9,0.34,1.275,0.141,"spam"
0.38,0,2.81,0,0.371,0.061,"spam"
0.7,1.18,2.83,0.23,0.08,0,"spam"
0.97,0.05,3.24,0.26,0.329,0.78,"spam"
0,0,1.8,0.45,0.138,0,"spam"
0,1.23,0,1.23,1.939,0,"spam"
0,1.23,0,1.23,1.947,0,"spam"
0,1.23,0,1.23,1.949,0,"spam"
0.69,0.19,1.38,0,0.586,0.189,"spam"
0.68,0.68,5.86,0.68,0.503,0.062,"spam"
0.55,0,2.2,0,0.136,0.182,"spam"
0,0,0,0,0,0.692,"spam"
0.38,0,2.8,0,0.371,0.061,"spam"
1.2,1.2,2.4,0,0.331,0,"spam"
1.23,0.24,1.23,0,1.634,0.155,"spam"
0,0.6,1.81,0,0.619,0.103,"spam"
0,0,0.92,0.92,0.795,0.217,"spam"
0,0,1.35,0,2.362,0,"spam"
0,1.47,0,0,0.294,0.147,"spam"
0,0,0.99,0.49,0.625,0.312,"spam"
0,0.53,2.67,0,0,0,"spam"
0,0,5.55,0,1.473,0,"spam"
0.56,0.56,3.97,0.56,1.135,0.349,"spam"
2,0,4.84,0,0.13,0.168,"spam"
0,0,3.18,0,0.441,0,"spam"
0.95,0,2.38,0,0.496,0.248,"spam"
0,0,3.18,0,0.441,0,"spam"
0.24,0,1.21,0.48,0.036,0.184,"spam"
0.36,0.36,2.89,0,0,0,"spam"
0,0,1.35,0,2.413,0,"spam"
0,0,1.9,0.47,0,0,"spam"
0,0,1.9,0.47,0,0,"spam"
0.88,0.04,2.93,0.23,0.311,0.734,"spam"
0,0,0,5,0.909,0,"spam"
0.7,0.5,1.31,0.1,0.49,0.158,"spam"
0,1.47,0,0,0.294,0.147,"spam"
0.56,0.56,3.95,0.56,1.217,0.347,"spam"
0,0,4.76,0,0,0,"spam"
0,0,3.14,0,0.434,0,"spam"
0,0,0,3.12,0.462,0,"spam"
0.97,0.05,3.25,0.26,0.344,0.784,"spam"
0,0,4.09,0.81,0.706,0,"spam"
1.19,0,2.63,0.23,0.327,1.357,"spam"
0.42,0.42,2.99,0,0,0.349,"spam"
0.18,0,3.06,0,0.416,0,"spam"
0,0,2.91,0,1.434,0,"spam"
0.96,0,2.41,0,0.502,0.251,"spam"
0.97,0,2.42,0,0.421,0.252,"spam"
0.98,0,2.45,0,0.677,0.254,"spam"
0.72,1.45,2.18,0,0.105,0,"spam"
0.88,0.04,2.93,0.23,0.318,0.754,"spam"
1.17,0,3.52,0,0.924,0,"spam"
0.64,0,1.29,0,0.093,0,"spam"
0.64,0,1.29,0,0.093,0,"spam"
0.64,0,1.29,0,0.093,0,"spam"
0.3,0,0.15,0.3,0,0.044,"spam"
1.25,0,4.6,0.62,0.345,0.345,"spam"
0,0,3.7,0,0,0,"spam"
0.97,0.05,3.22,0.26,0.331,0.79,"spam"
0,0,3.15,0,0.464,0,"spam"
0.63,0,2.22,0.63,0.055,0.501,"spam"
0.56,1.12,3.95,0.56,1.13,0.347,"spam"
0,0,3.15,0,0.464,0,"spam"
0,0,1.88,0,0.443,0,"spam"
0.35,0,4.04,0.08,0,0,"spam"
0.67,0,1.68,0,0.112,0.336,"spam"
0,0,0.88,0.88,0,0,"spam"
0.12,0,1.21,0,0.693,0,"spam"
1.07,0.19,3.81,0,0.405,0.233,"spam"
0,0,1.56,0,0.754,0.188,"spam"
0.36,1.09,2.56,0.36,0.427,0.061,"spam"
0,0,0.22,0.45,0,0,"spam"
0.77,0.09,3.21,0.58,0.06,0.045,"spam"
0.84,0,2.95,0,0.6,0.3,"spam"
0.84,0,2.95,0,0.6,0.3,"spam"
0,0.4,2,0.8,0.116,0.116,"spam"
0,0.63,0,0,0,0.613,"spam"
0,1.25,1.25,1.25,0.298,0,"spam"
1.31,0.26,1.58,0,0.077,0,"spam"
0.7,0,7.09,1.41,0,0,"spam"
0.55,0.55,3.88,0.55,1.191,0.34,"spam"
0,0.72,1.45,0,0.729,0.121,"spam"
0,0.84,2.54,0,0.776,0.129,"spam"
0,0.72,1.45,0,0.729,0.121,"spam"
0.4,0.81,0.81,3.27,0.64,0.8,"spam"
1.27,0,3.01,0.58,0.13,0.186,"spam"
0,0,2.14,2.85,1.417,0,"spam"
1.3,0,2.61,1.3,0.515,0.103,"spam"
1.61,1.61,3.22,0,0.23,0,"spam"
1.28,0,3.84,2.56,0.492,0,"spam"
1.94,0.64,3.24,0.64,0.233,0,"spam"
0.98,0.98,2.45,0,0.645,0.064,"spam"
0,0,1.76,0,0.444,0.37,"spam"
0,0.69,1.38,0,0.701,0.116,"spam"
0,0,1.76,0,0.444,0.37,"spam"
0,0,1.76,0,0.444,0.37,"spam"
0,0,1.76,0,0.444,0.37,"spam"
0.59,0,1.18,0.59,0.443,0.088,"spam"
0.7,0.5,1.31,0.1,0.49,0.158,"spam"
1.66,1.66,1.66,3.33,1.424,0,"spam"
0.7,0.5,1.31,0.1,0.49,0.158,"spam"
0.35,0,1.4,0.87,0.25,0.721,"spam"
0.8,0,4.03,0,0.875,0,"spam"
1.05,1.05,4.21,1.05,1.276,0.729,"spam"
0.52,0.05,4.24,0,0.02,0.163,"spam"
0.34,0,1.39,0.87,0.342,0.716,"spam"
0,0,2.46,0,0.415,0,"spam"
0.8,0.2,2.2,0,0.307,0.175,"spam"
0.34,0,3.83,0,0.157,0.105,"spam"
0.38,0,2.8,0,0.371,0.061,"spam"
0.38,0,2.81,0,0.37,0.061,"spam"
0.58,0,1.75,0,0.569,0.207,"spam"
0.62,0,1.87,0,0.548,0.199,"spam"
0.3,0,0.61,0.92,0,0,"spam"
0,1.13,1.13,1.13,0,0,"spam"
0.52,0.05,4.24,0,0.02,0.163,"spam"
0.32,0,1.94,0,0.263,0.105,"spam"
0.62,0,1.87,0,0.548,0.199,"spam"
0.39,0.19,0.59,0,0.174,0.548,"spam"
0,0,2.17,0,0,0,"spam"
1.6,0,3.81,0,5.942,1.334,"spam"
1.19,0,2.39,0.39,0.64,0.256,"spam"
0,0,1.25,0,0.392,0,"spam"
0,0,2.16,0,0.463,0,"spam"
1.06,0,1.33,0.8,0.471,0,"spam"
0,0.9,1.81,1.81,1.492,0,"spam"
1.76,0,2.64,0,0,0.231,"spam"
1.11,0,1.66,1.11,0.484,0.08,"spam"
0.8,0.8,1.61,1.61,0.21,0,"spam"
0,1.6,2.13,0,0.159,0,"spam"
1.17,0,2.35,1.17,0,0,"spam"
0,0,6.06,0,0.48,0.48,"spam"
0,0.8,1.6,0.8,0.27,0,"spam"
0,0.8,1.6,0.8,0.269,0,"spam"
2.49,0,4.51,0.59,0.155,0.233,"spam"
1.3,0.43,2.43,0.78,0.271,0.243,"spam"
0.5,0.4,2.22,0.1,0.994,0.391,"spam"
0.22,0.22,2.03,0.22,0.647,0,"spam"
0.8,0.2,2.2,0,0.334,0.174,"spam"
1.98,0.49,3.46,0.49,0.845,0.195,"spam"
0.65,0.65,4.6,0.65,0.233,0,"spam"
0,0,0.62,1.25,0.331,0.11,"spam"
0,0.9,1.81,0,0.564,0,"spam"
1.16,0.29,2.33,1.16,0.044,0,"spam"
0,0,0.47,0,0.269,0,"spam"
1.11,0,3.56,0.19,0.268,0.15,"spam"
1.11,0,3.56,0.19,0.273,0.15,"spam"
0.55,0,1.67,0,2.001,0.093,"spam"
0,0,0,0,0,0.354,"spam"
0.53,0,0.81,0.17,0.013,0.065,"spam"
0.57,0.08,2.89,0,0.271,0.191,"spam"
0.27,0,2.46,0.27,0.085,0.128,"spam"
0.98,0.19,2.56,0.98,0.765,0.316,"spam"
1.28,0,2.56,0,0.203,0,"spam"
1.42,0,4.38,0.03,0.069,0.221,"spam"
0,0,0,0,0.198,0.198,"spam"
0.39,0,1.56,0.78,0,0.094,"spam"
0.34,0.34,4.76,2.04,0.222,0,"spam"
0,0,4.25,0,0,0,"spam"
0,0,0.8,0.64,0.594,0,"spam"
0.56,0,1.69,0,1.282,0.094,"spam"
0.61,0.61,1.84,0.3,0.103,0.051,"spam"
0,0,1.88,0,0,0,"spam"
0,0,6.66,0,0.537,0,"spam"
0,0,1.88,0,0,0,"spam"
0,0,6.66,0,0.537,0,"spam"
0,0,1.88,0,0,0,"spam"
0,0,6.66,0,0.537,0,"spam"
0.64,0.1,0,0,0.016,0.066,"spam"
0.76,1.15,4.61,0.38,0.486,0.347,"spam"
0.68,0.68,4.1,0,1.089,0.242,"spam"
1.03,0,2.59,0,0.373,0.149,"spam"
0.53,0,3.21,0,0,0.099,"spam"
0,0,0,1.33,0.684,0,"spam"
0,0,0.82,0,0.14,0,"spam"
0,0,2.19,0,3.427,0,"spam"
0.73,0,2.01,0,0.257,0.032,"spam"
2.58,0,4.55,0.61,0.104,0.229,"spam"
2.58,0,4.55,0.61,0.104,0.229,"spam"
0,0,0,0,0.176,0.352,"spam"
0,0.13,3.98,0,0.414,0.021,"spam"
0.63,0,1.27,0,0.029,0.014,"spam"
0.38,0,5.4,1.54,0.261,0,"spam"
0,0,0,0,0,0.088,"spam"
1.06,0,2.65,0,0.095,0.478,"spam"
0.95,0.23,1.9,2.14,0.434,0.197,"spam"
0.71,0,2.85,0,0.24,0.24,"spam"
0,0,0.19,0.57,0.232,0.066,"spam"
0.5,0.1,1.72,0.91,0.336,0.16,"spam"
0.7,0,3.16,0.23,0.381,0.496,"spam"
0.64,0,1.29,0,1.178,0.107,"spam"
0.5,0.1,1.72,0.91,0.336,0.16,"spam"
0.59,0.25,1.61,0.25,0.403,0.117,"spam"
1.59,0,3.67,0,5.836,1.31,"spam"
0,0,1.92,0,0,0,"spam"
0.5,0.1,1.72,0.91,0.352,0.16,"spam"
0,0,0,1.26,0.926,0,"spam"
0,0,0,1.61,0.238,0,"spam"
0.76,0.08,1.6,1.6,0.502,0.157,"spam"
0.76,0.08,1.52,1.61,0.518,0.157,"spam"
0,1.05,3.15,0,0.176,0.176,"spam"
0,0,0,1.25,1.023,1.023,"spam"
0.48,0.09,1.66,0.87,0.31,0.155,"spam"
0,0,0,0,0.208,0.416,"spam"
0,0,1.67,1.11,0.086,0.086,"spam"
0.89,0.29,4.16,0,0.045,0.045,"spam"
1.3,0,3.6,1.14,0.925,0.231,"spam"
1.94,0,3.24,3.89,0.728,0.08,"spam"
0.48,0,5.79,0.96,0.26,0.086,"spam"
0,0,1.85,1.85,3.79,0,"spam"
1.16,0.38,2.72,0.38,0.057,0.057,"spam"
0.42,0.42,2.55,0,0.177,0.221,"spam"
1.21,0,0.3,0,0,0.097,"spam"
1.5,0.37,3.18,1.12,0.563,0.165,"spam"
0.45,0,3.21,0,0.164,0,"spam"
0,0.36,2.91,0,0.178,0,"spam"
0,0,0.93,0,0.561,0,"spam"
0.55,0.09,2.75,0.26,0.345,0.515,"spam"
0.33,1.34,0.67,0.67,0.053,0,"spam"
0.06,0,0.2,0,0,1.611,"spam"
0,0,3.38,3.38,0.872,0,"spam"
0,0,4.34,0,7.333,0,"spam"
0.44,0,3.14,0.14,0.083,0.05,"spam"
2.53,0,4.45,0.6,0.102,0.224,"spam"
0.87,0,1.75,2.63,0.941,0.067,"spam"
0.45,0.45,1.8,0,0.21,0,"spam"
0.29,0,2.04,0.58,0.42,0.046,"spam"
0.85,0,2.33,0.24,0.042,0.042,"spam"
0.33,0,1,0.66,0.109,0,"spam"
0.62,0,2.48,0,2.295,0.218,"spam"
0.26,0.52,2.08,0,0.443,0.402,"spam"
0.72,0,2.17,0,0,0,"spam"
0,0,3.27,4.91,2.695,0,"spam"
0,0.26,0,0.26,0.378,0,"spam"
0,0,0,0,0,3.26,"spam"
0.76,0.25,1.52,0.5,0.082,0.041,"spam"
1,0,3,0,0.407,0.997,"spam"
1.06,0.35,2.12,0.7,0.061,0,"spam"
1.24,0,2.48,0,0.179,0,"spam"
0.25,0.51,1.8,0,0.514,0.434,"spam"
0,0,6.71,0,0.99,0,"spam"
0,0,0,0,0,0.188,"spam"
0.89,0.02,3.23,0.16,0.391,0.868,"spam"
0,1.56,0,1.56,0.769,0,"spam"
0,0,0,1.4,1.647,0,"spam"
0,0,0,0,0.171,0.342,"spam"
0,0.19,2.36,0,0.152,0,"spam"
0.43,0,3.31,0,0.156,0,"spam"
0,0.17,0,0,0.046,0.03,"spam"
0.7,0.5,1.31,0.1,0.488,0.157,"spam"
0,0,0,0,0.797,0.885,"spam"
0,0,2.59,1.29,0.936,0,"spam"
0.84,0,2.54,0,2.865,0.301,"spam"
0.25,0.76,1.53,0,0.458,0.499,"spam"
0,0,3.19,0,0,0.353,"spam"
0.59,0.25,1.61,0.25,0.403,0.117,"spam"
0,0,0,3.07,0.273,0,"spam"
0.58,0,1.16,1.74,0.171,0.085,"spam"
0.74,0,3.24,0.17,0.678,1.05,"spam"
0.64,0,1.28,0,1.174,0.106,"spam"
1.59,0,3.67,0,5.836,1.31,"spam"
0.31,0,2.82,0.31,0,0,"spam"
0,0.96,0,0.96,0.824,0,"spam"
0,0,4.67,0,0.464,0.154,"spam"
1.14,0,0,0,0,0.197,"spam"
0,0,0,0,0.51,0.34,"spam"
0.81,0,3.65,0.4,0,0.272,"spam"
0.6,0.6,3.65,0,0.105,0.315,"spam"
0.51,0.25,1.55,0.25,0.161,0.161,"spam"
1.52,0,2.98,0.38,0.439,0.241,"spam"
0.95,0.47,1.9,0,0.621,0.799,"spam"
0,0,2.52,0,0.129,0.194,"spam"
0.62,0.62,3.72,0,0.107,0.322,"spam"
0.67,0.33,2.36,1.01,0.06,0.06,"spam"
0,0.97,0,0.97,0.834,0,"spam"
0.57,0,4.31,0,0,0.206,"spam"
2.52,0,4.44,0.6,0.102,0.205,"spam"
1.1,0,2.61,0.4,0.53,0.406,"spam"
5.26,0,5.26,0,1.048,0,"spam"
0.7,0,3.12,0.23,0.324,0.486,"spam"
1.91,0.2,3.43,0.6,0.275,0.206,"spam"
0,0,0.59,0,0.559,0.279,"spam"
1.07,0.19,3.81,0,0.402,0.232,"spam"
1.42,0,2.14,1.42,0.899,0,"spam"
1.98,0,2.14,0.3,1.051,0.225,"spam"
0.28,0.28,2.52,0.56,0.05,0,"spam"
0.19,0,1.52,0.66,0.591,0,"spam"
0,1.11,2.22,0,0.202,0,"spam"
0.51,0,2.04,0.25,0.29,0,"spam"
0,0,0,7.69,1.169,0,"spam"
0,0,3.33,1.66,0.653,0,"spam"
0.35,0,2.1,2.1,0.348,0,"spam"
0,0,1.2,6.02,1.443,0,"spam"
0,0.53,5.85,0,0.361,0,"spam"
0,0,1.26,1.26,0.416,0,"spam"
0,0,0,0,1.524,0,"spam"
0.68,0.04,3.08,0.72,0.413,0.164,"spam"
0,0,1.21,6.09,0.407,0,"spam"
0.86,0.28,2.89,0,0.554,0.221,"spam"
1.35,0,2.51,0.29,0.374,0.059,"spam"
0.4,0,0.8,0.2,0,0.302,"spam"
0.76,0,3.05,0,0.294,0.147,"spam"
1.16,0,1.93,0.38,0.609,0.121,"spam"
2.13,0,1.47,0.16,0,0.29,"spam"
0,0,2.63,0,3.907,0,"spam"
1.3,0,2.61,0.3,0.352,0.056,"spam"
0.85,0,5,0.15,0.149,0.131,"spam"
0.69,0.49,1.38,0.09,0.417,0.154,"spam"
1.22,0.61,5.52,1.22,0.829,0,"spam"
0,0,2.22,2.22,0.145,0.291,"spam"
0,0,0,0.7,0.328,0,"spam"
0.69,0.08,1.82,0.86,0.358,0.261,"spam"
0.34,0.08,2.76,0.34,0.308,0.067,"spam"
0.53,0.35,3.76,0.35,0.234,0.029,"spam"
1.9,0,3.81,0.23,1.045,0.037,"spam"
0,0,0,0,1.094,0,"spam"
0,0,0.26,0,0.033,0,"spam"
0.27,0,1.08,1.08,0.451,0.496,"spam"
0.65,0,3.68,0,0,0.232,"spam"
1.29,0,1.29,0,0,0.208,"spam"
0.19,0,1.14,0.38,0,0,"spam"
0.68,0.09,3.51,0.29,0.045,0.015,"spam"
0,0,0,0,0,1.219,"spam"
0,0,0.41,0.41,0.312,0.062,"spam"
0.43,0,3.47,0.86,1.765,0.481,"spam"
0,0,3.15,1.05,0.365,0.182,"spam"
1.53,0,1.92,0,0.124,0,"spam"
0.62,0,3.14,1.25,0.485,0.388,"spam"
0,1.56,1.56,0,0.767,0.255,"spam"
1.58,0.79,3.16,0,0.046,0,"spam"
0.47,0.95,4.28,0.47,1.306,0.23,"spam"
0.95,0,3.34,0.47,0.536,0.306,"spam"
0.49,0.99,4.45,0.49,1.118,0.239,"spam"
0,0,1.19,1.19,1.181,0.787,"spam"
0,0,3.27,1.63,0.802,0.267,"spam"
0.93,0,2.85,0.38,0.019,0.058,"spam"
1.01,0,3.05,0,0,0,"spam"
0.47,0.23,0.94,0,1.289,0.151,"spam"
0,0,0,0,0,0.212,"spam"
0.52,0.17,0.87,0,0.117,0.058,"spam"
0,0.74,1.49,0,0,0,"spam"
0.56,2.25,3.38,0,0.502,0,"spam"
0,0,1.6,0.8,1.566,0.361,"spam"
0,0,0.87,0,0,0,"spam"
0,0,2.4,0,0.709,0,"spam"
0,2.29,0.76,0,0,0,"spam"
0,0,1.36,1.36,1.777,0.222,"spam"
0.86,0.28,2.88,0,0.218,0.218,"spam"
0.75,0,2.01,0.25,0.031,0,"spam"
0,0,0,0,0.426,0.213,"spam"
0.84,0,2.37,0,0.458,0.143,"spam"
0,0,1.23,0.41,0.199,0,"spam"
0,0,3.63,0.9,0.17,0.17,"spam"
1.14,0,1.14,0,0,0,"spam"
0,0,0,0,0.424,0.212,"spam"
0.98,0,2.24,1.12,0.768,0.312,"spam"
0,0,3.63,0.9,0.17,0.17,"spam"
1.78,0,1.78,0,1.351,0,"spam"
0,0,0,0,1.413,0,"spam"
0,0,1.58,4.76,2.412,0,"spam"
0.99,0.66,2.81,0.82,0.252,0.05,"spam"
0.55,2.2,3.31,0,0.495,0,"spam"
0,0.86,0.86,0,0,0.136,"spam"
0.63,0.63,1.89,1.26,0.398,0,"spam"
0,0,2.24,0,0,6.003,"spam"
0,0,0,0,0.417,0.208,"spam"
0.76,0.15,1.83,0.61,0.698,0.067,"spam"
2.17,0,6.52,2.17,0,0,"spam"
0.16,0,1.79,0.32,0.622,0.027,"spam"
2.17,0,6.52,2.17,0,0,"spam"
0.98,1.96,2.94,0,0.326,0,"spam"
1.37,0,3.47,0.32,0.639,0.165,"spam"
0,0,1.88,0,0,0,"spam"
0,0,1.69,0.56,0.91,0.273,"spam"
0.46,0,0.15,0,0,0.023,"spam"
0.54,1.08,4.32,0.54,1.216,0.26,"spam"
0,1.65,3.3,0.82,1.36,0,"spam"
0,0.41,2.05,0,0.067,0,"spam"
0.14,0.14,1.9,0.29,0.558,0.024,"spam"
1.04,0.29,1.63,0.29,0.105,0.21,"spam"
0.6,0.08,1.2,0,0.098,0.014,"spam"
0.22,0.11,4.68,0.44,0.775,0.224,"spam"
1.17,0,4.11,0,0.197,0,"spam"
1.07,0,3.38,0,0.262,0.186,"spam"
1.33,0,4.46,0.44,1.131,0.15,"spam"
2.18,0,0.87,0,0.942,0,"spam"
0,0,7.14,0,1.554,0,"spam"
0,0,0,10,0,0,"spam"
0,0,0,0,0,0.215,"spam"
0,1.63,4.09,0.81,1.212,0,"spam"
0,0.26,1.32,0.79,0.326,0,"spam"
1.44,0.16,3.37,0,0.05,0.075,"spam"
2.4,0,2.4,0,0,0,"spam"
0.78,0.58,4.29,0.58,0.067,0.135,"spam"
0,0,2.94,0.73,0.211,0,"spam"
0,0,4,4,0,0,"spam"
0,0,0,0,0.952,0,"spam"
0,1.05,0,3.15,0.74,0,"spam"
0,0,0,0,0,0,"spam"
0,0,2.32,0,1.405,0,"spam"
0.63,0,3.49,0.69,0.435,0.592,"spam"
0.19,0,1.52,0.66,0.591,0,"spam"
0,0,2.15,1.07,2.395,0.598,"spam"
0.68,0,3.4,0.22,0.199,0,"spam"
0.47,1.43,1.91,0.47,0.073,0.295,"spam"
1.01,0.61,1.83,0.2,1.232,0,"spam"
0.68,0,3.4,0.22,0.199,0,"spam"
0,0,0,2.81,0.963,0,"spam"
0.38,0,2.12,0.19,0.438,0.191,"spam"
1.63,0,2.18,0,0.166,0.083,"spam"
1.33,0.44,2.66,0.62,0.225,0.211,"spam"
0.39,0,2.35,0.13,0,0.068,"spam"
0.41,0,2.08,0.41,0,0,"spam"
0,0,0,3.57,0.675,0,"spam"
0,0,1.25,0.62,1.285,0.075,"spam"
0.78,0.58,4.29,0.58,0.067,0.135,"spam"
0,0,0,0,0,0.105,"spam"
0,0,0,1.61,0.238,0,"spam"
0,0,0.38,0.38,0,0.35,"spam"
0.49,0,2.48,0,0.356,0,"spam"
0.52,0,3.15,1.05,2.295,0.698,"spam"
0.65,0,4.67,0,0.36,0.03,"spam"
0.95,0.95,5.71,0,0.147,0,"spam"
0.85,0,3.41,4.27,0.881,0,"spam"
0.38,0,2.11,0.19,0.438,0.191,"spam"
0,0,1.85,1.85,3.768,0,"spam"
0,0.6,1.82,0,0,0,"spam"
0.68,0.04,3.06,0.64,0.37,0.152,"spam"
0.84,0,2.54,0.84,1.147,0.045,"spam"
0,0,0,0.6,0.102,0.716,"spam"
0.19,0,1.52,0.66,0.591,0,"spam"
0.21,0.21,0.42,0,0.031,1.269,"spam"
0.79,0,4.92,0.13,0.145,0.121,"spam"
0.56,0,4.34,0.14,0.381,0.05,"spam"
0.55,0,4.31,0.13,0.379,0.05,"spam"
0.86,0.17,2.94,1.55,0,0.086,"spam"
0.38,0,2.12,0.19,0.438,0.191,"spam"
0.72,0.03,3.05,0.54,0.334,0.139,"spam"
0,0,0,0.6,0.102,0.72,"spam"
0.38,0,2.11,0.19,0.437,0.191,"spam"
0.97,0,2.58,2.58,0.116,0.116,"spam"
0.17,0.68,3.44,1.03,0.056,0.196,"spam"
0,0,1.21,0,1.627,0,"spam"
0.38,0,2.12,0.19,0.438,0.191,"spam"
1.91,0,2.35,0.29,1.003,0.215,"spam"
1.91,0,2.35,0.29,1.004,0.215,"spam"
0,0,0.17,0.17,0,0.027,"spam"
0.36,0,0.73,0,0,0,"spam"
0,0,0.58,0.58,0,0,"spam"
0.93,0,0.35,0.11,0.016,0,"spam"
0.59,0,1.77,5.91,0.293,0,"spam"
0.38,0,2.11,0.19,0.438,0.191,"spam"
1.22,0,2.35,1.13,0.709,0.056,"spam"
0,0,0,0,0,0,"spam"
0.85,0,3.86,1.28,0.535,0.133,"spam"
0,0,0,0,0,0,"spam"
1.16,0,1.93,0.38,0.601,0.12,"spam"
0,0,3.33,1.66,0.986,0,"spam"
0.4,0,1.09,0.27,0.364,0.064,"spam"
1.37,0,3.47,0.32,0.638,0.165,"spam"
1.09,0,1.37,0,0.472,0.128,"spam"
2.8,0.4,4,0.4,0.105,0.052,"spam"
0,0,0,4.54,3.076,0,"spam"
0,0,1.28,0,0.699,0.932,"spam"
0,0,1.31,1.31,0,0,"spam"
0,0,1.19,1.19,0.403,0,"spam"
0.68,0.06,3.68,0,0.474,0.197,"spam"
0.9,0,0.12,0.12,0,0,"spam"
0.99,0,0.12,0.12,0,0,"spam"
0.96,0,0.12,0.12,0,0,"spam"
1.08,0.19,3.85,0,0.412,0.222,"spam"
1.37,0,3.47,0.32,0.639,0.165,"spam"
0,0,0,0,0,0.862,"spam"
2.1,0,2.1,0,0,0,"spam"
0.64,0,4.07,0.85,0.432,0.18,"spam"
0.29,0.58,1.16,1.46,0.606,0,"spam"
0.88,0,2.87,0.66,0.659,0.114,"spam"
0.81,0,3.27,0,0,0,"spam"
2.29,0,3.05,0,0,0,"spam"
0.88,0,2.87,0.66,0.659,0.114,"spam"
0.31,0.1,0.63,0,0.05,0.609,"spam"
1.29,0,0,0,0,0,"spam"
0.43,0,1.31,0,0.298,0.149,"spam"
1.22,0,2.35,1.13,0.709,0.056,"spam"
0.35,0,2.12,2.12,0.353,0,"spam"
0.69,0.06,2.57,0.15,0.345,0.42,"spam"
0.19,0.19,0.19,0,0.061,0,"spam"
0.85,0.6,1.33,0.12,0.234,0.234,"spam"
0.85,0,5,0.15,0.149,0.131,"spam"
0.9,0.45,1.36,1.81,0.64,0.16,"spam"
0,0,0,0,0,0,"spam"
0.45,0.9,2.26,0,0.82,0.41,"spam"
0,0,1.2,0,0.855,0.794,"spam"
0.53,0,0.81,0.17,0.006,0.065,"spam"
0.46,0.18,3.8,0.89,0.522,0.109,"spam"
0.84,0,0,0.21,0,0,"spam"
1.09,0,2.52,0.67,0.523,0.378,"spam"
2.13,0,1.47,0.16,0,0.29,"spam"
0,0,4.26,1.82,0.193,0,"spam"
0.84,0.16,2.88,1.52,0.028,0.084,"spam"
0.53,0,0,0,0,0,"spam"
0,0,0.55,3.35,1.429,0.095,"spam"
1.21,0,2.91,0.24,1.021,0.291,"spam"
0,0.67,0.67,0,0.228,0.228,"spam"
0.3,0,1.85,0.3,0.615,0.025,"spam"
0.34,0.02,3.95,0.87,0.538,0.145,"spam"
0.52,0,0,0,0,0,"spam"
0,0,0,0,0,0,"spam"
0,0,2.4,2.4,0.151,0.302,"spam"
0,0,0,0.47,0,0,"spam"
0.57,0,2.46,0,0.751,0.255,"spam"
0.68,0,2.06,0.45,0.919,0.229,"spam"
0,0,0,0.68,0.309,0,"spam"
0.73,0,3.78,0.26,0.449,0.265,"spam"
0.69,0.08,1.82,0.86,0.358,0.261,"spam"
0.14,0,2.19,0.29,0.764,0,"spam"
0.69,0.08,1.82,0.86,0.358,0.261,"spam"
0.26,0,1.33,0.53,0.555,0,"spam"
